test_idx,wt_idx,n_mutations,delta_ll,abs_ll,wt_abs_ll,entropy,logit_native,joint_ll
2349,1,1,-8.687500,-1.181230,-1.147427,1.260302,19.265078,-122.335373
2350,1,1,-10.187500,-1.187067,-1.147427,1.260302,19.265078,-122.335373
2351,1,1,-9.500000,-1.184392,-1.147427,1.260302,19.265078,-122.335373
2352,1,1,-12.500000,-1.196065,-1.147427,1.260302,19.265078,-122.335373
2353,1,1,-9.437500,-1.184149,-1.147427,1.260302,19.265078,-122.335373
2354,1,1,-11.062500,-1.190472,-1.147427,1.260302,19.265078,-122.335373
2355,1,1,-10.250000,-1.187310,-1.147427,1.260302,19.265078,-122.335373
2356,1,1,-8.375000,-1.180014,-1.147427,1.260302,19.265078,-122.335373
2357,1,1,-14.937500,-1.205549,-1.147427,1.260302,19.265078,-122.335373
2358,1,1,-8.125000,-1.179042,-1.147427,1.260302,19.265078,-122.335373
2359,1,1,-7.312500,-1.175880,-1.147427,1.260302,19.265078,-122.335373
2360,1,1,-10.562500,-1.188526,-1.147427,1.260302,19.265078,-122.335373
2361,1,1,-9.125000,-1.182933,-1.147427,1.260302,19.265078,-122.335373
2362,1,1,-12.937500,-1.197767,-1.147427,1.260302,19.265078,-122.335373
2363,1,1,-13.843750,-1.201293,-1.147427,1.260302,19.265078,-122.335373
2364,1,1,-13.500000,-1.199956,-1.147427,1.260302,19.265078,-122.335373
2365,1,1,-4.000000,-1.162991,-1.147427,1.260302,19.265078,-122.335373
2366,1,1,-9.937500,-1.186094,-1.147427,1.260302,19.265078,-122.335373
2367,1,1,-8.875000,-1.181960,-1.147427,1.260302,19.265078,-122.335373
2368,1,1,-9.062500,-1.182689,-1.147427,1.260302,19.265078,-122.335373
2369,1,1,-11.062500,-1.190472,-1.147427,1.260302,19.265078,-122.335373
2370,1,1,-5.750000,-1.169800,-1.147427,1.260302,19.265078,-122.335373
2371,1,1,-4.000000,-1.162991,-1.147427,1.260302,19.265078,-122.335373
2372,1,1,-3.750000,-1.162018,-1.147427,1.260302,19.265078,-122.335373
2373,1,1,-9.937500,-1.186094,-1.147427,1.260302,19.265078,-122.335373
2374,1,1,-9.375000,-1.183905,-1.147427,1.260302,19.265078,-122.335373
2375,1,1,-6.000000,-1.170773,-1.147427,1.260302,19.265078,-122.335373
2376,1,1,-8.687500,-1.181230,-1.147427,1.260302,19.265078,-122.335373
2377,1,1,-0.875000,-1.150831,-1.147427,1.260302,19.265078,-122.335373
2378,1,1,-2.750000,-1.158127,-1.147427,1.260302,19.265078,-122.335373
2379,1,1,-3.875000,-1.162505,-1.147427,1.260302,19.265078,-122.335373
2380,1,1,-8.187500,-1.179285,-1.147427,1.260302,19.265078,-122.335373
2381,1,1,-7.375000,-1.176123,-1.147427,1.260302,19.265078,-122.335373
2382,1,1,-6.062500,-1.171016,-1.147427,1.260302,19.265078,-122.335373
2383,1,1,-5.187500,-1.167612,-1.147427,1.260302,19.265078,-122.335373
2384,1,1,-0.250000,-1.148399,-1.147427,1.260302,19.265078,-122.335373
2385,1,1,1.000000,-1.143536,-1.147427,1.260302,19.265078,-122.335373
2386,1,1,-2.625000,-1.157641,-1.147427,1.260302,19.265078,-122.335373
2387,1,1,-4.750000,-1.165909,-1.147427,1.260302,19.265078,-122.335373
2388,1,1,-3.625000,-1.161532,-1.147427,1.260302,19.265078,-122.335373
2389,1,1,-0.625000,-1.149859,-1.147427,1.260302,19.265078,-122.335373
2390,1,1,-2.062500,-1.155452,-1.147427,1.260302,19.265078,-122.335373
2391,1,1,-4.000000,-1.162991,-1.147427,1.260302,19.265078,-122.335373
2392,1,1,-3.187500,-1.159829,-1.147427,1.260302,19.265078,-122.335373
2393,1,1,-1.812500,-1.154479,-1.147427,1.260302,19.265078,-122.335373
2394,1,1,-2.812500,-1.158370,-1.147427,1.260302,19.265078,-122.335373
2395,1,1,-2.125000,-1.155695,-1.147427,1.260302,19.265078,-122.335373
2396,1,1,-11.781250,-1.193268,-1.147427,1.260302,19.265078,-122.335373
2397,1,1,-12.207031,-1.194925,-1.147427,1.260302,19.265078,-122.335373
2398,1,1,-9.968750,-1.186216,-1.147427,1.260302,19.265078,-122.335373
2399,1,1,-12.117188,-1.194575,-1.147427,1.260302,19.265078,-122.335373
2400,1,1,-9.375000,-1.183905,-1.147427,1.260302,19.265078,-122.335373
2401,1,1,-9.328125,-1.183723,-1.147427,1.260302,19.265078,-122.335373
2402,1,1,-9.703125,-1.185182,-1.147427,1.260302,19.265078,-122.335373
2403,1,1,-9.546875,-1.184574,-1.147427,1.260302,19.265078,-122.335373
2404,1,1,-10.843750,-1.189620,-1.147427,1.260302,19.265078,-122.335373
2405,1,1,-11.179688,-1.190928,-1.147427,1.260302,19.265078,-122.335373
2406,1,1,-11.257812,-1.191231,-1.147427,1.260302,19.265078,-122.335373
2407,1,1,-13.128906,-1.198512,-1.147427,1.260302,19.265078,-122.335373
2408,1,1,-9.375000,-1.183905,-1.147427,1.260302,19.265078,-122.335373
2409,1,1,-4.750000,-1.165909,-1.147427,1.260302,19.265078,-122.335373
2410,1,1,-4.812500,-1.166152,-1.147427,1.260302,19.265078,-122.335373
2411,1,1,-5.437500,-1.168584,-1.147427,1.260302,19.265078,-122.335373
2412,1,1,-4.312500,-1.164207,-1.147427,1.260302,19.265078,-122.335373
2413,1,1,-6.125000,-1.171259,-1.147427,1.260302,19.265078,-122.335373
2414,1,1,-1.000000,-1.151318,-1.147427,1.260302,19.265078,-122.335373
2415,1,1,-3.000000,-1.159100,-1.147427,1.260302,19.265078,-122.335373
2416,1,1,-2.750000,-1.158127,-1.147427,1.260302,19.265078,-122.335373
2417,1,1,-3.125000,-1.159586,-1.147427,1.260302,19.265078,-122.335373
2418,1,1,-0.625000,-1.149859,-1.147427,1.260302,19.265078,-122.335373
2419,1,1,-1.000000,-1.151318,-1.147427,1.260302,19.265078,-122.335373
2420,1,1,-4.187500,-1.163720,-1.147427,1.260302,19.265078,-122.335373
2421,1,1,-4.937500,-1.166639,-1.147427,1.260302,19.265078,-122.335373
2422,1,1,-4.187500,-1.163720,-1.147427,1.260302,19.265078,-122.335373
2423,1,1,-1.875000,-1.154722,-1.147427,1.260302,19.265078,-122.335373
2424,1,1,-6.812500,-1.173935,-1.147427,1.260302,19.265078,-122.335373
2425,1,1,-5.625000,-1.169314,-1.147427,1.260302,19.265078,-122.335373
2426,1,1,-5.375000,-1.168341,-1.147427,1.260302,19.265078,-122.335373
2427,1,1,-7.750000,-1.177582,-1.147427,1.260302,19.265078,-122.335373
2428,1,1,-5.625000,-1.169314,-1.147427,1.260302,19.265078,-122.335373
2429,1,1,-4.000000,-1.162991,-1.147427,1.260302,19.265078,-122.335373
2430,1,1,-0.750000,-1.150345,-1.147427,1.260302,19.265078,-122.335373
2431,1,1,-5.187500,-1.167612,-1.147427,1.260302,19.265078,-122.335373
2432,1,1,-4.187500,-1.163720,-1.147427,1.260302,19.265078,-122.335373
2433,1,1,-1.625000,-1.153750,-1.147427,1.260302,19.265078,-122.335373
2434,1,1,-4.750000,-1.165909,-1.147427,1.260302,19.265078,-122.335373
2435,1,1,-8.187500,-1.179285,-1.147427,1.260302,19.265078,-122.335373
2436,1,1,-3.937500,-1.162748,-1.147427,1.260302,19.265078,-122.335373
2437,1,1,-6.875000,-1.174178,-1.147427,1.260302,19.265078,-122.335373
2438,1,1,-2.937500,-1.158857,-1.147427,1.260302,19.265078,-122.335373
2439,1,1,-2.250000,-1.156182,-1.147427,1.260302,19.265078,-122.335373
2440,1,1,0.625000,-1.144995,-1.147427,1.260302,19.265078,-122.335373
2441,1,1,-3.437500,-1.160802,-1.147427,1.260302,19.265078,-122.335373
2442,1,1,-1.750000,-1.154236,-1.147427,1.260302,19.265078,-122.335373
2443,1,1,-3.437500,-1.160802,-1.147427,1.260302,19.265078,-122.335373
2444,1,1,-1.437500,-1.153020,-1.147427,1.260302,19.265078,-122.335373
2445,1,1,-1.125000,-1.151804,-1.147427,1.260302,19.265078,-122.335373
2446,1,1,-3.187500,-1.159829,-1.147427,1.260302,19.265078,-122.335373
2447,1,1,-1.562500,-1.153507,-1.147427,1.260302,19.265078,-122.335373
2448,1,1,-2.375000,-1.156668,-1.147427,1.260302,19.265078,-122.335373
2449,1,1,-3.312500,-1.160316,-1.147427,1.260302,19.265078,-122.335373
2450,1,1,-0.375000,-1.148886,-1.147427,1.260302,19.265078,-122.335373
2451,1,1,0.625000,-1.144995,-1.147427,1.260302,19.265078,-122.335373
2452,1,1,0.062500,-1.147184,-1.147427,1.260302,19.265078,-122.335373
2453,1,1,-0.562500,-1.149615,-1.147427,1.260302,19.265078,-122.335373
2454,1,1,-0.375000,-1.148886,-1.147427,1.260302,19.265078,-122.335373
2455,1,1,-0.625000,-1.149859,-1.147427,1.260302,19.265078,-122.335373
2456,1,1,-1.875000,-1.154722,-1.147427,1.260302,19.265078,-122.335373
2457,1,1,-4.062500,-1.163234,-1.147427,1.260302,19.265078,-122.335373
2458,1,1,-1.625000,-1.153750,-1.147427,1.260302,19.265078,-122.335373
2459,1,1,-2.375000,-1.156668,-1.147427,1.260302,19.265078,-122.335373
2460,1,1,-7.625000,-1.177096,-1.147427,1.260302,19.265078,-122.335373
2461,1,1,-5.062500,-1.167125,-1.147427,1.260302,19.265078,-122.335373
2462,1,1,0.625000,-1.144995,-1.147427,1.260302,19.265078,-122.335373
2463,1,1,-6.750000,-1.173691,-1.147427,1.260302,19.265078,-122.335373
2464,1,1,-6.000000,-1.170773,-1.147427,1.260302,19.265078,-122.335373
2465,1,1,-0.750000,-1.150345,-1.147427,1.260302,19.265078,-122.335373
2466,1,1,-6.125000,-1.171259,-1.147427,1.260302,19.265078,-122.335373
2467,1,1,-5.937500,-1.170530,-1.147427,1.260302,19.265078,-122.335373
2468,1,1,-8.937500,-1.182203,-1.147427,1.260302,19.265078,-122.335373
2469,1,1,-9.562500,-1.184635,-1.147427,1.260302,19.265078,-122.335373
2470,1,1,-11.500000,-1.192174,-1.147427,1.260302,19.265078,-122.335373
2471,1,1,-9.375000,-1.183905,-1.147427,1.260302,19.265078,-122.335373
2472,1,1,-8.937500,-1.182203,-1.147427,1.260302,19.265078,-122.335373
2473,1,1,-6.562500,-1.172962,-1.147427,1.260302,19.265078,-122.335373
2474,1,1,-5.000000,-1.166882,-1.147427,1.260302,19.265078,-122.335373
2475,1,1,-8.500000,-1.180501,-1.147427,1.260302,19.265078,-122.335373
2476,1,1,-8.500000,-1.180501,-1.147427,1.260302,19.265078,-122.335373
2477,1,1,-4.000000,-1.162991,-1.147427,1.260302,19.265078,-122.335373
2478,1,1,-5.750000,-1.169800,-1.147427,1.260302,19.265078,-122.335373
2479,1,1,-7.250000,-1.175637,-1.147427,1.260302,19.265078,-122.335373
2480,1,1,-9.687500,-1.185121,-1.147427,1.260302,19.265078,-122.335373
2481,1,1,-9.500000,-1.184392,-1.147427,1.260302,19.265078,-122.335373
2482,1,1,-4.250000,-1.163964,-1.147427,1.260302,19.265078,-122.335373
2483,1,1,-4.500000,-1.164936,-1.147427,1.260302,19.265078,-122.335373
2484,1,1,-5.000000,-1.166882,-1.147427,1.260302,19.265078,-122.335373
2485,1,1,-5.187500,-1.167612,-1.147427,1.260302,19.265078,-122.335373
2486,1,1,-0.750000,-1.150345,-1.147427,1.260302,19.265078,-122.335373
2487,1,1,-3.562500,-1.161289,-1.147427,1.260302,19.265078,-122.335373
2488,1,1,-3.125000,-1.159586,-1.147427,1.260302,19.265078,-122.335373
2489,1,1,-8.000000,-1.178555,-1.147427,1.260302,19.265078,-122.335373
2490,1,1,-5.312500,-1.168098,-1.147427,1.260302,19.265078,-122.335373
2491,1,1,-4.687500,-1.165666,-1.147427,1.260302,19.265078,-122.335373
2492,1,1,-3.500000,-1.161045,-1.147427,1.260302,19.265078,-122.335373
2493,1,1,-6.062500,-1.171016,-1.147427,1.260302,19.265078,-122.335373
2494,1,1,-4.562500,-1.165180,-1.147427,1.260302,19.265078,-122.335373
2495,1,1,-7.000000,-1.174664,-1.147427,1.260302,19.265078,-122.335373
2496,1,1,-0.875000,-1.150831,-1.147427,1.260302,19.265078,-122.335373
2497,1,1,-2.312500,-1.156425,-1.147427,1.260302,19.265078,-122.335373
2498,1,1,-1.250000,-1.152291,-1.147427,1.260302,19.265078,-122.335373
2499,1,1,-6.750000,-1.173691,-1.147427,1.260302,19.265078,-122.335373
2500,1,1,-5.687500,-1.169557,-1.147427,1.260302,19.265078,-122.335373
2501,1,1,0.000000,-1.147427,-1.147427,1.260302,19.265078,-122.335373
2502,1,1,-4.312500,-1.164207,-1.147427,1.260302,19.265078,-122.335373
2503,1,1,-6.625000,-1.173205,-1.147427,1.260302,19.265078,-122.335373
2504,1,1,-3.312500,-1.160316,-1.147427,1.260302,19.265078,-122.335373
2505,1,1,-7.562500,-1.176853,-1.147427,1.260302,19.265078,-122.335373
2506,1,1,-2.812500,-1.158370,-1.147427,1.260302,19.265078,-122.335373
2507,1,1,-1.625000,-1.153750,-1.147427,1.260302,19.265078,-122.335373
2508,1,1,1.250000,-1.142563,-1.147427,1.260302,19.265078,-122.335373
2509,1,1,-3.562500,-1.161289,-1.147427,1.260302,19.265078,-122.335373
2510,1,1,-3.187500,-1.159829,-1.147427,1.260302,19.265078,-122.335373
2511,1,1,-2.125000,-1.155695,-1.147427,1.260302,19.265078,-122.335373
2512,1,1,-7.437500,-1.176366,-1.147427,1.260302,19.265078,-122.335373
2513,1,1,-9.187500,-1.183176,-1.147427,1.260302,19.265078,-122.335373
2514,1,1,-6.625000,-1.173205,-1.147427,1.260302,19.265078,-122.335373
2515,1,1,-9.562500,-1.184635,-1.147427,1.260302,19.265078,-122.335373
2516,1,1,-7.375000,-1.176123,-1.147427,1.260302,19.265078,-122.335373
2517,1,1,-5.062500,-1.167125,-1.147427,1.260302,19.265078,-122.335373
2518,1,1,-0.875000,-1.150831,-1.147427,1.260302,19.265078,-122.335373
2519,1,1,-6.437500,-1.172475,-1.147427,1.260302,19.265078,-122.335373
2520,1,1,-6.000000,-1.170773,-1.147427,1.260302,19.265078,-122.335373
2521,1,1,-6.687500,-1.173448,-1.147427,1.260302,19.265078,-122.335373
2522,1,1,-8.250000,-1.179528,-1.147427,1.260302,19.265078,-122.335373
2523,1,1,-2.875000,-1.158614,-1.147427,1.260302,19.265078,-122.335373
2524,1,1,-7.812500,-1.177826,-1.147427,1.260302,19.265078,-122.335373
2525,1,1,-5.312500,-1.168098,-1.147427,1.260302,19.265078,-122.335373
2526,1,1,-4.250000,-1.163964,-1.147427,1.260302,19.265078,-122.335373
2527,1,1,-1.125000,-1.151804,-1.147427,1.260302,19.265078,-122.335373
2528,1,1,-4.375000,-1.164450,-1.147427,1.260302,19.265078,-122.335373
2529,1,1,-3.625000,-1.161532,-1.147427,1.260302,19.265078,-122.335373
2530,1,1,-3.250000,-1.160073,-1.147427,1.260302,19.265078,-122.335373
2531,1,1,-9.562500,-1.184635,-1.147427,1.260302,19.265078,-122.335373
2532,1,1,-8.687500,-1.181230,-1.147427,1.260302,19.265078,-122.335373
2533,1,1,-1.500000,-1.153263,-1.147427,1.260302,19.265078,-122.335373
2534,1,1,0.125000,-1.146940,-1.147427,1.260302,19.265078,-122.335373
2535,1,1,-3.500000,-1.161045,-1.147427,1.260302,19.265078,-122.335373
2536,1,1,-7.312500,-1.175880,-1.147427,1.260302,19.265078,-122.335373
2537,1,1,-6.875000,-1.174178,-1.147427,1.260302,19.265078,-122.335373
2538,1,1,-2.000000,-1.155209,-1.147427,1.260302,19.265078,-122.335373
2539,1,1,-3.250000,-1.160073,-1.147427,1.260302,19.265078,-122.335373
2540,1,1,-3.750000,-1.162018,-1.147427,1.260302,19.265078,-122.335373
2541,1,1,-0.500000,-1.149372,-1.147427,1.260302,19.265078,-122.335373
2542,1,1,-1.625000,-1.153750,-1.147427,1.260302,19.265078,-122.335373
2543,1,1,-4.437500,-1.164693,-1.147427,1.260302,19.265078,-122.335373
2544,1,1,-6.312500,-1.171989,-1.147427,1.260302,19.265078,-122.335373
2545,1,1,-4.312500,-1.164207,-1.147427,1.260302,19.265078,-122.335373
2546,1,1,1.062500,-1.143293,-1.147427,1.260302,19.265078,-122.335373
2547,1,1,1.562500,-1.141347,-1.147427,1.260302,19.265078,-122.335373
2548,1,1,1.937500,-1.139888,-1.147427,1.260302,19.265078,-122.335373
2549,1,1,1.312500,-1.142320,-1.147427,1.260302,19.265078,-122.335373
2550,1,1,-0.437500,-1.149129,-1.147427,1.260302,19.265078,-122.335373
2551,1,1,0.250000,-1.146454,-1.147427,1.260302,19.265078,-122.335373
2552,1,1,-0.437500,-1.149129,-1.147427,1.260302,19.265078,-122.335373
2553,1,1,-1.562500,-1.153507,-1.147427,1.260302,19.265078,-122.335373
2554,1,1,-2.500000,-1.157154,-1.147427,1.260302,19.265078,-122.335373
2555,1,1,-1.687500,-1.153993,-1.147427,1.260302,19.265078,-122.335373
2556,1,1,-0.625000,-1.149859,-1.147427,1.260302,19.265078,-122.335373
2557,1,1,-0.750000,-1.150345,-1.147427,1.260302,19.265078,-122.335373
2558,1,1,0.875000,-1.144022,-1.147427,1.260302,19.265078,-122.335373
2559,1,1,0.375000,-1.145968,-1.147427,1.260302,19.265078,-122.335373
2560,1,1,-0.812500,-1.150588,-1.147427,1.260302,19.265078,-122.335373
2561,1,1,-1.125000,-1.151804,-1.147427,1.260302,19.265078,-122.335373
2562,1,1,-0.500000,-1.149372,-1.147427,1.260302,19.265078,-122.335373
2563,1,1,0.250000,-1.146454,-1.147427,1.260302,19.265078,-122.335373
2564,1,1,-0.625000,-1.149859,-1.147427,1.260302,19.265078,-122.335373
2565,1,1,-1.312500,-1.152534,-1.147427,1.260302,19.265078,-122.335373
2566,1,1,-0.687500,-1.150102,-1.147427,1.260302,19.265078,-122.335373
2567,1,1,-1.625000,-1.153750,-1.147427,1.260302,19.265078,-122.335373
2568,1,1,-7.625000,-1.177096,-1.147427,1.260302,19.265078,-122.335373
2569,1,1,-9.937500,-1.186094,-1.147427,1.260302,19.265078,-122.335373
2570,1,1,-6.437500,-1.172475,-1.147427,1.260302,19.265078,-122.335373
2571,1,1,-8.562500,-1.180744,-1.147427,1.260302,19.265078,-122.335373
2572,1,1,-7.187500,-1.175394,-1.147427,1.260302,19.265078,-122.335373
2573,1,1,-6.562500,-1.172962,-1.147427,1.260302,19.265078,-122.335373
2574,1,1,-3.500000,-1.161045,-1.147427,1.260302,19.265078,-122.335373
2575,1,1,-3.750000,-1.162018,-1.147427,1.260302,19.265078,-122.335373
2576,1,1,-2.750000,-1.158127,-1.147427,1.260302,19.265078,-122.335373
2577,1,1,-7.125000,-1.175151,-1.147427,1.260302,19.265078,-122.335373
2578,1,1,-11.375000,-1.191687,-1.147427,1.260302,19.265078,-122.335373
2579,1,1,-11.125000,-1.190715,-1.147427,1.260302,19.265078,-122.335373
2580,1,1,-11.062500,-1.190472,-1.147427,1.260302,19.265078,-122.335373
2581,1,1,-5.375000,-1.168341,-1.147427,1.260302,19.265078,-122.335373
2582,1,1,-13.750000,-1.200929,-1.147427,1.260302,19.265078,-122.335373
2583,1,1,-9.250000,-1.183419,-1.147427,1.260302,19.265078,-122.335373
2584,1,1,-14.625000,-1.204333,-1.147427,1.260302,19.265078,-122.335373
2585,1,1,-9.125000,-1.182933,-1.147427,1.260302,19.265078,-122.335373
2586,1,1,-9.312500,-1.183662,-1.147427,1.260302,19.265078,-122.335373
2587,1,1,-11.500000,-1.192174,-1.147427,1.260302,19.265078,-122.335373
2588,1,1,-11.562500,-1.192417,-1.147427,1.260302,19.265078,-122.335373
2589,1,1,-12.250000,-1.195092,-1.147427,1.260302,19.265078,-122.335373
2590,1,1,-13.125000,-1.198497,-1.147427,1.260302,19.265078,-122.335373
2591,1,1,-5.750000,-1.169800,-1.147427,1.260302,19.265078,-122.335373
2592,1,1,-5.000000,-1.166882,-1.147427,1.260302,19.265078,-122.335373
2593,1,1,-4.750000,-1.165909,-1.147427,1.260302,19.265078,-122.335373
2594,1,1,-13.500000,-1.199956,-1.147427,1.260302,19.265078,-122.335373
2595,1,1,-12.437500,-1.195822,-1.147427,1.260302,19.265078,-122.335373
2596,1,1,0.500000,-1.145481,-1.147427,1.260302,19.265078,-122.335373
2597,1,1,-5.250000,-1.167855,-1.147427,1.260302,19.265078,-122.335373
2598,1,1,-7.812500,-1.177826,-1.147427,1.260302,19.265078,-122.335373
2599,1,1,-7.312500,-1.175880,-1.147427,1.260302,19.265078,-122.335373
2600,1,1,-4.750000,-1.165909,-1.147427,1.260302,19.265078,-122.335373
2601,1,1,-5.625000,-1.169314,-1.147427,1.260302,19.265078,-122.335373
2602,1,1,-2.625000,-1.157641,-1.147427,1.260302,19.265078,-122.335373
2603,1,1,-3.375000,-1.160559,-1.147427,1.260302,19.265078,-122.335373
2604,1,1,-7.937500,-1.178312,-1.147427,1.260302,19.265078,-122.335373
2605,1,1,-10.312500,-1.187553,-1.147427,1.260302,19.265078,-122.335373
2606,1,1,-9.312500,-1.183662,-1.147427,1.260302,19.265078,-122.335373
2607,1,1,-7.750000,-1.177582,-1.147427,1.260302,19.265078,-122.335373
2608,1,1,-8.062500,-1.178798,-1.147427,1.260302,19.265078,-122.335373
2609,1,1,-8.437500,-1.180257,-1.147427,1.260302,19.265078,-122.335373
2610,1,1,-11.500000,-1.192174,-1.147427,1.260302,19.265078,-122.335373
2611,1,1,-4.375000,-1.164450,-1.147427,1.260302,19.265078,-122.335373
2612,1,1,-11.937500,-1.193876,-1.147427,1.260302,19.265078,-122.335373
2613,1,1,-7.500000,-1.176610,-1.147427,1.260302,19.265078,-122.335373
2614,1,1,-12.375000,-1.195578,-1.147427,1.260302,19.265078,-122.335373
2615,1,1,-7.750000,-1.177582,-1.147427,1.260302,19.265078,-122.335373
2616,1,1,-7.875000,-1.178069,-1.147427,1.260302,19.265078,-122.335373
2617,1,1,-8.437500,-1.180257,-1.147427,1.260302,19.265078,-122.335373
2618,1,1,-6.875000,-1.174178,-1.147427,1.260302,19.265078,-122.335373
2619,1,1,-9.250000,-1.183419,-1.147427,1.260302,19.265078,-122.335373
2620,1,1,-12.062500,-1.194363,-1.147427,1.260302,19.265078,-122.335373
2621,1,1,-3.000000,-1.159100,-1.147427,1.260302,19.265078,-122.335373
2622,1,1,-3.750000,-1.162018,-1.147427,1.260302,19.265078,-122.335373
2623,1,1,-4.500000,-1.164936,-1.147427,1.260302,19.265078,-122.335373
2624,1,1,-12.750000,-1.197038,-1.147427,1.260302,19.265078,-122.335373
2625,1,1,-11.750000,-1.193147,-1.147427,1.260302,19.265078,-122.335373
2626,1,1,-11.187500,-1.190958,-1.147427,1.260302,19.265078,-122.335373
2627,1,1,-10.625000,-1.188769,-1.147427,1.260302,19.265078,-122.335373
2628,1,1,-11.062500,-1.190472,-1.147427,1.260302,19.265078,-122.335373
2629,1,1,-10.437500,-1.188040,-1.147427,1.260302,19.265078,-122.335373
2630,1,1,-9.812500,-1.185608,-1.147427,1.260302,19.265078,-122.335373
2631,1,1,-8.687500,-1.181230,-1.147427,1.260302,19.265078,-122.335373
2632,1,1,-8.187500,-1.179285,-1.147427,1.260302,19.265078,-122.335373
2633,1,1,-9.062500,-1.182689,-1.147427,1.260302,19.265078,-122.335373
2634,1,1,-9.625000,-1.184878,-1.147427,1.260302,19.265078,-122.335373
2635,1,1,-5.125000,-1.167368,-1.147427,1.260302,19.265078,-122.335373
2636,1,1,-6.687500,-1.173448,-1.147427,1.260302,19.265078,-122.335373
2637,1,1,-8.250000,-1.179528,-1.147427,1.260302,19.265078,-122.335373
2638,1,1,-10.937500,-1.189985,-1.147427,1.260302,19.265078,-122.335373
2639,1,1,-11.500000,-1.192174,-1.147427,1.260302,19.265078,-122.335373
2640,1,1,-12.125000,-1.194606,-1.147427,1.260302,19.265078,-122.335373
2641,1,1,-12.125000,-1.194606,-1.147427,1.260302,19.265078,-122.335373
2642,1,1,-12.843750,-1.197402,-1.147427,1.260302,19.265078,-122.335373
2643,1,1,-11.312500,-1.191444,-1.147427,1.260302,19.265078,-122.335373
2644,1,1,-10.125000,-1.186824,-1.147427,1.260302,19.265078,-122.335373
2645,1,1,-9.437500,-1.184149,-1.147427,1.260302,19.265078,-122.335373
2646,1,1,-12.812500,-1.197281,-1.147427,1.260302,19.265078,-122.335373
2647,1,1,-11.312500,-1.191444,-1.147427,1.260302,19.265078,-122.335373
2648,1,1,-10.250000,-1.187310,-1.147427,1.260302,19.265078,-122.335373
2649,1,1,-5.312500,-1.168098,-1.147427,1.260302,19.265078,-122.335373
2650,1,1,-8.000000,-1.178555,-1.147427,1.260302,19.265078,-122.335373
2651,1,1,-9.187500,-1.183176,-1.147427,1.260302,19.265078,-122.335373
2652,1,1,-11.562500,-1.192417,-1.147427,1.260302,19.265078,-122.335373
2653,1,1,-12.000000,-1.194119,-1.147427,1.260302,19.265078,-122.335373
2654,1,1,-7.875000,-1.178069,-1.147427,1.260302,19.265078,-122.335373
2655,1,1,-9.062500,-1.182689,-1.147427,1.260302,19.265078,-122.335373
2656,1,1,-4.375000,-1.164450,-1.147427,1.260302,19.265078,-122.335373
2657,1,1,-2.500000,-1.157154,-1.147427,1.260302,19.265078,-122.335373
2658,1,1,-7.062500,-1.174907,-1.147427,1.260302,19.265078,-122.335373
2659,1,1,-6.000000,-1.170773,-1.147427,1.260302,19.265078,-122.335373
2660,1,1,-5.750000,-1.169800,-1.147427,1.260302,19.265078,-122.335373
2661,1,1,-7.250000,-1.175637,-1.147427,1.260302,19.265078,-122.335373
2662,1,1,-5.125000,-1.167368,-1.147427,1.260302,19.265078,-122.335373
2663,1,1,-13.929688,-1.201628,-1.147427,1.260302,19.265078,-122.335373
2664,1,1,-14.210938,-1.202722,-1.147427,1.260302,19.265078,-122.335373
2665,1,1,-13.835938,-1.201263,-1.147427,1.260302,19.265078,-122.335373
2666,1,1,-13.437500,-1.199713,-1.147427,1.260302,19.265078,-122.335373
2667,1,1,-13.343750,-1.199348,-1.147427,1.260302,19.265078,-122.335373
2668,1,1,-12.343750,-1.195457,-1.147427,1.260302,19.265078,-122.335373
2669,1,1,-13.687500,-1.200686,-1.147427,1.260302,19.265078,-122.335373
2670,1,1,-13.593750,-1.200321,-1.147427,1.260302,19.265078,-122.335373
2671,1,1,-10.437500,-1.188040,-1.147427,1.260302,19.265078,-122.335373
2672,1,1,-9.031250,-1.182568,-1.147427,1.260302,19.265078,-122.335373
2673,1,1,-12.125000,-1.194606,-1.147427,1.260302,19.265078,-122.335373
2674,1,1,-10.875000,-1.189742,-1.147427,1.260302,19.265078,-122.335373
2675,1,1,-12.921875,-1.197706,-1.147427,1.260302,19.265078,-122.335373
2676,1,1,-14.679688,-1.204546,-1.147427,1.260302,19.265078,-122.335373
2677,1,1,-6.375000,-1.172232,-1.147427,1.260302,19.265078,-122.335373
2678,1,1,-6.875000,-1.174178,-1.147427,1.260302,19.265078,-122.335373
2679,1,1,-9.000000,-1.182446,-1.147427,1.260302,19.265078,-122.335373
2680,1,1,-8.750000,-1.181473,-1.147427,1.260302,19.265078,-122.335373
2681,1,1,-8.625000,-1.180987,-1.147427,1.260302,19.265078,-122.335373
2682,1,1,-6.312500,-1.171989,-1.147427,1.260302,19.265078,-122.335373
2683,1,1,-10.625000,-1.188769,-1.147427,1.260302,19.265078,-122.335373
2684,1,1,-7.375000,-1.176123,-1.147427,1.260302,19.265078,-122.335373
2685,1,1,-7.500000,-1.176610,-1.147427,1.260302,19.265078,-122.335373
2686,1,1,-8.562500,-1.180744,-1.147427,1.260302,19.265078,-122.335373
2687,1,1,-8.187500,-1.179285,-1.147427,1.260302,19.265078,-122.335373
2688,1,1,-8.062500,-1.178798,-1.147427,1.260302,19.265078,-122.335373
