test_idx,wt_idx,n_mutations,delta_ll,abs_ll,wt_abs_ll,entropy,logit_native,joint_ll,entropy_at_site,native_ll_at_site,emb_cosine_dist_to_wt
2905,1,1,-14.2109375000,-0.2740482986,-0.218753,0.314754,7.785257,-184.831131,0.002836,-0.000275,
2906,1,1,-13.8085937500,-0.2724827528,-0.218753,0.314754,7.785257,-184.831131,0.002836,-0.000275,
2907,1,1,-9.6054687500,-0.2561282218,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2908,1,1,-8.3847656250,-0.2513783872,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2909,1,1,-10.7421875000,-0.2605512440,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2910,1,1,-7.7167968750,-0.2487792820,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2911,1,1,-7.6337890625,-0.2484562993,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2912,1,1,-7.5869140625,-0.2482738942,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2913,1,1,-9.4492187500,-0.2555202246,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2914,1,1,-7.7119140625,-0.2487602830,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2915,1,1,-9.7187500000,-0.2565689981,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2916,1,1,-7.3935546875,-0.2475215346,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2917,1,1,-7.2861328125,-0.2471035421,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2918,1,1,-6.0612411499,-0.2423374355,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2919,1,1,-11.1250000000,-0.2620407939,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2920,1,1,-8.8085937500,-0.2530275285,-0.218753,0.314754,7.785257,-184.831131,0.085982,-0.011434,
2921,1,1,-11.8105468750,-0.2647082806,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2922,1,1,-10.5507812500,-0.2598064840,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2923,1,1,-10.4912109375,-0.2595746815,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2924,1,1,-13.1523437500,-0.2699292898,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2925,1,1,-7.8359375000,-0.2492428720,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2926,1,1,-13.4414062500,-0.2710540295,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2927,1,1,-12.1054687500,-0.2658558488,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2928,1,1,-13.2617187500,-0.2703548670,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2929,1,1,-12.2812500000,-0.2665398121,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2930,1,1,-11.9667968750,-0.2653162479,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2931,1,1,-10.5537109375,-0.2598178685,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2932,1,1,-10.7060546875,-0.2604106367,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2933,1,1,-10.0493164062,-0.2578552365,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2934,1,1,-10.1689453125,-0.2583207190,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2935,1,1,-7.5644531250,-0.2481864989,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2936,1,1,-8.4458007812,-0.2516158819,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2937,1,1,-9.3773193359,-0.2552404702,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2938,1,1,-12.9238281250,-0.2690401077,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2939,1,1,-12.2402343750,-0.2663802207,-0.218753,0.314754,7.785257,-184.831131,0.013397,-0.001434,
2940,1,1,-10.6308593750,-0.2601180673,-0.218753,0.314754,7.785257,-184.831131,0.012803,-0.001347,
2941,1,1,-11.4648437500,-0.2633631229,-0.218753,0.314754,7.785257,-184.831131,0.012803,-0.001347,
2942,1,1,-8.3823242188,-0.2513689101,-0.218753,0.314754,7.785257,-184.831131,0.012803,-0.001347,
2943,1,1,-9.0427246094,-0.2539385557,-0.218753,0.314754,7.785257,-184.831131,0.012803,-0.001347,
2944,1,1,-11.4746093750,-0.2634011209,-0.218753,0.314754,7.785257,-184.831131,0.012803,-0.001347,
2945,1,1,-14.9492187500,-0.2769209743,-0.218753,0.314754,7.785257,-184.831131,0.012803,-0.001347,
2946,1,1,-12.1562500000,-0.2660534382,-0.218753,0.314754,7.785257,-184.831131,0.012803,-0.001347,
2947,1,1,-12.3359375000,-0.2667526007,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2948,1,1,-10.5449218750,-0.2597836852,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2949,1,1,-9.8916015625,-0.2572415769,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2950,1,1,-15.2070312500,-0.2779241800,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2951,1,1,-7.9062500000,-0.2495164722,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2952,1,1,-16.0351562500,-0.2811464667,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2953,1,1,-12.3457031250,-0.2667905986,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2954,1,1,-14.8242187500,-0.2764346302,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2955,1,1,-11.0322265625,-0.2616797984,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2956,1,1,-10.5185546875,-0.2596810758,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2957,1,1,-12.2988281250,-0.2666082084,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2958,1,1,-10.5263671875,-0.2597114742,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2959,1,1,-13.5039062500,-0.2712972462,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2960,1,1,-15.1601562500,-0.2777417898,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2961,1,1,-8.3847656250,-0.2513783574,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2962,1,1,-6.1132812500,-0.2425399274,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2963,1,1,-7.0644531250,-0.2462409735,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2964,1,1,-16.5312500000,-0.2830767930,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2965,1,1,-16.6093750000,-0.2833807766,-0.218753,0.314754,7.785257,-184.831131,0.029841,-0.003821,
2966,1,1,-17.5468750000,-0.2870286107,-0.218753,0.314754,7.785257,-184.831131,0.033599,-0.005242,
2967,1,1,-17.8828125000,-0.2883357406,-0.218753,0.314754,7.785257,-184.831131,0.033599,-0.005242,
2968,1,1,-14.5781250000,-0.2754770815,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2969,1,1,-15.6523437500,-0.2796569169,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2970,1,1,-13.2910156250,-0.2704688609,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2971,1,1,-15.3046875000,-0.2783041596,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2972,1,1,-15.5390625000,-0.2792161405,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2973,1,1,-13.5097656250,-0.2713200450,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2974,1,1,-9.3095703125,-0.2549768686,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2975,1,1,-14.3125000000,-0.2744435072,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2976,1,1,-12.1845703125,-0.2661636174,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2977,1,1,-9.8618164062,-0.2571256757,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2978,1,1,-12.2529296875,-0.2664296329,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2979,1,1,-13.0292968750,-0.2694505155,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2980,1,1,-15.9726562500,-0.2809032202,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2981,1,1,-16.0742187500,-0.2812984288,-0.218753,0.314754,7.785257,-184.831131,0.018105,-0.002469,
2982,1,1,-11.3281250000,-0.2628311515,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2983,1,1,-6.6713867188,-0.2447115332,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2984,1,1,-10.2402343750,-0.2585981190,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2985,1,1,-10.4453125000,-0.2593960762,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2986,1,1,-8.3613281250,-0.2512871921,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2987,1,1,-9.8847656250,-0.2572149634,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2988,1,1,-9.5078125000,-0.2557482421,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2989,1,1,-12.0351562500,-0.2655822635,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2990,1,1,-10.3378906250,-0.2589780986,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2991,1,1,-7.2725830078,-0.2470508218,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2992,1,1,-8.9628906250,-0.2536278963,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2993,1,1,-9.6718750000,-0.2563866079,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2994,1,1,-8.5810546875,-0.2521421611,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2995,1,1,-0.3476562500,-0.2201055884,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2996,1,1,-3.6562500000,-0.2329794914,-0.218753,0.314754,7.785257,-184.831131,0.760279,-0.551110,
2997,1,1,-4.0234375000,-0.2344082147,-0.218753,0.314754,7.785257,-184.831131,0.440297,-0.088221,
2998,1,1,-5.3056640625,-0.2393974364,-0.218753,0.314754,7.785257,-184.831131,0.440297,-0.088221,
2999,1,1,-6.1872558594,-0.2428277582,-0.218753,0.314754,7.785257,-184.831131,0.440297,-0.088221,
3000,1,1,-7.0488281250,-0.2461801767,-0.218753,0.314754,7.785257,-184.831131,0.440297,-0.088221,
3001,1,1,-10.9179687500,-0.2612351775,-0.218753,0.314754,7.785257,-184.831131,0.440297,-0.088221,
3002,1,1,-9.5800781250,-0.2560293972,-0.218753,0.314754,7.785257,-184.831131,0.440297,-0.088221,
3003,1,1,-6.4609375000,-0.2438926697,-0.218753,0.314754,7.785257,-184.831131,0.033496,-0.003999,
3004,1,1,-15.2812500000,-0.2782129645,-0.218753,0.314754,7.785257,-184.831131,0.033496,-0.003999,
3005,1,1,-14.7226562500,-0.2760394514,-0.218753,0.314754,7.785257,-184.831131,0.033496,-0.003999,
3006,1,1,-9.7749023438,-0.2567874491,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3007,1,1,-15.5859375000,-0.2793984711,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3008,1,1,-10.0131835938,-0.2577146292,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3009,1,1,-13.2343750000,-0.2702484131,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3010,1,1,-13.3496093750,-0.2706967890,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3011,1,1,-13.6347656250,-0.2718063593,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3012,1,1,-13.1640625000,-0.2699748278,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3013,1,1,-14.4726562500,-0.2750666142,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3014,1,1,-7.7851562500,-0.2490452528,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3015,1,1,-13.7968750000,-0.2724371254,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3016,1,1,-11.3188476562,-0.2627950311,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3017,1,1,-12.5507812500,-0.2675885260,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3018,1,1,-9.7319335938,-0.2566202581,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3019,1,1,-10.4355468750,-0.2593580484,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3020,1,1,-11.1503906250,-0.2621395588,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3021,1,1,-16.3593750000,-0.2824079394,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3022,1,1,-14.2187500000,-0.2740786672,-0.218753,0.314754,7.785257,-184.831131,0.007172,-0.000737,
3023,1,1,-11.8100585938,-0.2647063732,-0.218753,0.314754,7.785257,-184.831131,0.001455,-0.000121,
3024,1,1,-11.4638671875,-0.2633593380,-0.218753,0.314754,7.785257,-184.831131,0.001455,-0.000121,
3025,1,1,-10.2363281250,-0.2585829198,-0.218753,0.314754,7.785257,-184.831131,0.001455,-0.000121,
3026,1,1,-10.6372070312,-0.2601427734,-0.218753,0.314754,7.785257,-184.831131,0.001455,-0.000121,
3027,1,1,-13.0488281250,-0.2695265114,-0.218753,0.314754,7.785257,-184.831131,0.001455,-0.000121,
3028,1,1,-14.1250000000,-0.2737139463,-0.218753,0.314754,7.785257,-184.831131,0.001455,-0.000121,
3029,1,1,-14.5136718750,-0.2752262950,-0.218753,0.314754,7.785257,-184.831131,0.001455,-0.000121,
3030,1,1,-14.5390625000,-0.2753250599,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3031,1,1,-7.6718750000,-0.2486044765,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3032,1,1,-10.4881591797,-0.2595627904,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3033,1,1,-13.7460937500,-0.2722395658,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3034,1,1,-14.5292968750,-0.2752870619,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3035,1,1,-13.9687500000,-0.2731059194,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3036,1,1,-13.8203125000,-0.2725283504,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3037,1,1,-14.1074218750,-0.2736455202,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3038,1,1,-10.4222412109,-0.2593062818,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3039,1,1,-6.3242187500,-0.2433606833,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3040,1,1,-15.2734375000,-0.2781825364,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3041,1,1,-12.5585937500,-0.2676189542,-0.218753,0.314754,7.785257,-184.831131,0.018214,-0.002346,
3042,1,1,-1.0976562500,-0.2230238765,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3043,1,1,0.4560546875,-0.2169782817,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3044,1,1,2.3874511719,-0.2094631195,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3045,1,1,5.1542968750,-0.1986972094,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3046,1,1,0.4541015625,-0.2169858813,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3047,1,1,1.6730957031,-0.2122427225,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3048,1,1,1.6284179688,-0.2124165595,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3049,1,1,-2.0019531250,-0.2265425324,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3050,1,1,3.1416015625,-0.2065287083,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3051,1,1,4.5507812500,-0.2010455132,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3052,1,1,1.4916992188,-0.2129485458,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3053,1,1,5.3125000000,-0.1980816275,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3054,1,1,3.6025390625,-0.2047351748,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3055,1,1,-2.5957031250,-0.2288528532,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3056,1,1,-1.5273437500,-0.2246958017,-0.218753,0.314754,7.785257,-184.831131,1.686607,-6.352359,
3057,1,1,-9.1523437500,-0.2543650568,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3058,1,1,-3.3321530819,-0.2317183912,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3059,1,1,-4.6279296875,-0.2367603332,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3060,1,1,-6.9218750000,-0.2456861883,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3061,1,1,2.6992187500,-0.2082500309,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3062,1,1,-4.9599609375,-0.2380522788,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3063,1,1,-7.3046875000,-0.2471757233,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3064,1,1,-3.6264646053,-0.2328635901,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3065,1,1,-6.5175781250,-0.2441130430,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3066,1,1,-7.4648437500,-0.2477989048,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3067,1,1,-1.6796872616,-0.2252885699,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3068,1,1,-4.0356445312,-0.2344557196,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3069,1,1,-4.0332031250,-0.2344462126,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3070,1,1,-3.4053952694,-0.2320033908,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3071,1,1,-2.2583005428,-0.2275399864,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3072,1,1,-3.7719724178,-0.2334297746,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3073,1,1,-5.3789062500,-0.2396824211,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3074,1,1,-7.0136718750,-0.2460433692,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3075,1,1,-5.8613281250,-0.2415595502,-0.218753,0.314754,7.785257,-184.831131,0.415163,-2.793741,
3076,1,1,-6.3315429688,-0.2433891892,-0.218753,0.314754,7.785257,-184.831131,0.477850,-0.091881,
3077,1,1,-6.1166992188,-0.2425532192,-0.218753,0.314754,7.785257,-184.831131,0.477850,-0.091881,
3078,1,1,-6.6298828125,-0.2445500493,-0.218753,0.314754,7.785257,-184.831131,0.477850,-0.091881,
3079,1,1,-3.6386718750,-0.2329110950,-0.218753,0.314754,7.785257,-184.831131,0.477850,-0.091881,
3080,1,1,-4.4916992188,-0.2362302691,-0.218753,0.314754,7.785257,-184.831131,0.477850,-0.091881,
3081,1,1,-6.6171875000,-0.2445006520,-0.218753,0.314754,7.785257,-184.831131,0.477850,-0.091881,
3082,1,1,-9.6406250000,-0.2562650144,-0.218753,0.314754,7.785257,-184.831131,0.477850,-0.091881,
3083,1,1,-6.4082031250,-0.2436874807,-0.218753,0.314754,7.785257,-184.831131,0.477850,-0.091881,
3084,1,1,-8.3281250000,-0.2511579692,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3085,1,1,-6.9599609375,-0.2458343953,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3086,1,1,-8.5000000000,-0.2518267632,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3087,1,1,-7.1035156250,-0.2463929802,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3088,1,1,-9.1132812500,-0.2542130649,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3089,1,1,-6.2910156250,-0.2432314903,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3090,1,1,-6.5190429688,-0.2441187650,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3091,1,1,-6.6601562500,-0.2446678430,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3092,1,1,-5.4689941406,-0.2400329709,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3093,1,1,-5.5129394531,-0.2402039617,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3094,1,1,-6.0920410156,-0.2424572706,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3095,1,1,-6.0725097656,-0.2423812747,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3096,1,1,-9.0703125000,-0.2540458739,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3097,1,1,-7.6914062500,-0.2486804724,-0.218753,0.314754,7.785257,-184.831131,0.190788,-0.027644,
3098,1,1,-10.4101562500,-0.2592592537,-0.218753,0.314754,7.785257,-184.831131,0.211802,-0.037979,
3099,1,1,-8.7285156250,-0.2527159154,-0.218753,0.314754,7.785257,-184.831131,0.211802,-0.037979,
3100,1,1,-14.6796875000,-0.2758722305,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3101,1,1,-5.2514648438,-0.2391865551,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3102,1,1,-3.8964841366,-0.2339142561,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3103,1,1,-8.4335937500,-0.2515683770,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3104,1,1,-5.4531250000,-0.2399712205,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3105,1,1,-9.8886718750,-0.2572301626,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3106,1,1,-6.5107421875,-0.2440864593,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3107,1,1,-9.1875000000,-0.2545018792,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3108,1,1,-6.1478271484,-0.2426743358,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3109,1,1,-7.7871093750,-0.2490528822,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3110,1,1,-5.7510986328,-0.2411306500,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3111,1,1,-9.4882812500,-0.2556722462,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3112,1,1,-5.2875976562,-0.2393271476,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3113,1,1,-8.0800781250,-0.2501928508,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3114,1,1,-3.4550781250,-0.2321967185,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3115,1,1,-3.1835937500,-0.2311403602,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3116,1,1,-5.0346679688,-0.2383429855,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3117,1,1,-10.7578125000,-0.2606120110,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3118,1,1,-9.1835937500,-0.2544866800,-0.218753,0.314754,7.785257,-184.831131,0.545481,-0.115576,
3119,2,1,-3.5029296875,-0.2767266929,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3120,2,1,-11.2460937500,-0.3066230714,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3121,2,1,-4.8403320312,-0.2818903923,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3122,2,1,-3.7080078125,-0.2775184810,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3123,2,1,-8.1796875000,-0.2947836518,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3124,2,1,-3.9248044491,-0.2783555388,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3125,2,1,-6.9414062500,-0.2900026441,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3126,2,1,-7.3730468750,-0.2916692197,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3127,2,1,-4.5214843750,-0.2806593180,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3128,2,1,-6.4238281250,-0.2880042791,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3129,2,1,-7.7597656250,-0.2931623459,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3130,2,1,-5.3511962891,-0.2838628590,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3131,2,1,-8.5058593750,-0.2960430086,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3132,2,1,-4.4511718750,-0.2803878486,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3133,2,1,-4.0478515625,-0.2788306177,-0.263202,0.542169,6.656030,-157.414551,0.670433,-0.136372,
3134,2,1,-3.9547269344,-0.2784710824,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3135,2,1,-9.0273437500,-0.2980564535,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3136,2,1,-4.3781738281,-0.2801060081,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3137,2,1,-2.9345703125,-0.2745322585,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3138,2,1,-7.3632812500,-0.2916315198,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3139,2,1,-4.8876953125,-0.2820732594,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3140,2,1,-5.5576171875,-0.2846598327,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3141,2,1,-5.8457031250,-0.2857721448,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3142,2,1,-2.4599609375,-0.2726997733,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3143,2,1,-6.0449218750,-0.2865413129,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3144,2,1,-5.7041015625,-0.2852254212,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3145,2,1,-3.9145200253,-0.2783158422,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3146,2,1,-5.9921875000,-0.2863377035,-0.263202,0.542169,6.656030,-157.414551,1.506500,-1.060751,
3147,2,1,-3.5439453125,-0.2768850327,-0.263202,0.542169,6.656030,-157.414551,1.003103,-0.233320,
3148,2,1,-8.8769531250,-0.2974758148,-0.263202,0.542169,6.656030,-157.414551,1.003103,-0.233320,
